Sentence,Label
外形外观：挺好看的 运行速度：有点慢 拍照效果：影像模糊，其他都还好，唯一不好的就是看视频模糊不清晰,1
其他特色：屏幕有问题,1
回来用起一天系统提示是盗版系统。直接黑屏,1
被套路的无话可说，问题是还买了几台。,0
才买一个月就降价？,0
右声道永远 会坏,0
轻薄程度：薄度适中，挺喜欢的 外形外观：外形看起来精致小巧很好看 运行速度：运行速度暂时还行 屏幕效果：好,2
一般般，并没有多么出众,0
音质超好！！！！！做工也很棒！！！耳机金属外壳质感绝了！！！包装没有一点破损！！隔天就到了！ 做工质感：好！ 音效音质：好！ 颜色外观：简洁大方,2
13号付款，14号就送达了，一直用到今天才评价，总的来说我很满意，外形商务风，手指触摸感很好，画质清晰，鲁大师跑分39万，AMD YES，运行流畅，玩lol fps能达到220，赞赞赞！,2
买了就降价，不支持价保,0
红米7A 3+32，买过来给家里年纪大的长辈用，还是比较流畅，手感也很好，握在手上磨砂质感。 大小合适，适合中老年人使用。几百块，用来做备用机也很划算。高通骁龙439的芯片，4000毫安超大电量，基本上一两天续航是没有任何问题。5.45的屏幕，还不错！,2
质感很好，不会漏音，别人基本听不到声音，戴起来也很舒服，跑步很稳的，音质也不错，续航能力强，性价比高，建议入手哦～建议大家下单后尽快买保护套，因为裸露着会有很多划痕，用过一段时间再来追评！,2
办公就卡,1
耳机线比较细，感觉不结实，建议买58的，耳机包不错。,1
虚假宣传，交了定金后没有享受到定金优惠,0
真不咋样,0
使用半个月，手机开关键已坏！,0
评分检测：鲁大师运行跑分80020分。 运行速度：目前运行流畅，普通办公，简单文件处理，没有安装很多软件。不会卡。 游戏效果：低配没有显卡版的，不玩游戏，跑小游戏应该不会卡顿。 外形外观：外观漂亮，扇热风扇是LED 炫彩，开机很漂亮。 安装难度：没有难度，直接插上电源和鼠标、键盘、视频线就OK 了，新电脑开机速度也快。 其他特色：普通办公使用的话性价比很高，没有压力。快递员服务态度很好，送货上门。,2
屏幕音效：屏幕有时会左右滑动不了,0
外形外观：外观非常不错，这个价位性价比比较高了。 屏幕音效：LCD高清屏幕很不错 拍照效果：四摄已经很霸气了，还要啥自行车 运行速度：买的6g的内存，再加128的储存学生够用了 待机时间：5020毫安时的电池没的说，这就是我看上这款手机的主要原因 其他特色：遥控功能还保存很不错. 快递真的快，京东棒棒的。,2
物美价廉，一直都喜欢这台电脑，今天终于下单了，非常中意的电脑，运行速度特别快而且静音，喜欢的强烈推荐入手。,2
机箱外观：小巧精悍。 性能配置：顶配无敌。 散热性能：几乎静音。 跑分评测：跑分蛮好的。 售后服务：及时主动。 其他特色：整体来说，很不错的一个台式主机。这配置拿来开发，设计搓搓有余，在上面跑一些程序，没发现卡死，内存爆红的现象，机箱也很静音，几乎听不到什么声音，值得推荐。,2
邮过来的机子进不了win10系统。后来给换了一台，不过换机等待了好几天。,1
手机很流畅，用着很爽。屏幕无敌的存在，大小也正合适，一直用惯三星的手机，S20的的升级还是可圈可点的，拍照也很满意，120赫兹刷屏真的非常非常流畅，很丝滑，电池也升级了好多，不重度使用，一天一充都用不了，非常满意的一次购物,2
用了两天坏了一只 一分钱一分货,1
莫名其耳机麦克风坏了,1
耳机包装漂亮，质量不错，做工好，音质好，声音清晰，立体感强。通用接口手机，电脑笔记本都可以使用。在特殊时期，京东能送货上门，十分不错。京东自营快递配送。送货速度快，包装精美。价廉物美，的确不错。介绍给朋友们了。,2
这个电脑一天蓝屏几次，才买10多天，要售后还要用包装包好才拿回来维修，大家不要买这个产品。垃圾货,0
上面是有块钢化膜嘛,0
新机刚用一两个月就出现卡顿！实在想不通！,0
赠品一个也没有,0
一分钱一分货，这是1分钱9分货了，炫酷灯光，这么便宜的耳机不买你就亏了，绝对实惠。送货也快，给京东点个赞，也感谢客服小西的耐心教学，音质什么的用几天再来个追评看看，外观的呼吸灯感染到我了,2
机箱外观：机箱外观小巧精致，适合女生使用 性能配置：安装常用金蝶，office，报税等办公软件后测试运行速度还不错，最看重i5十代处理器和256 ssd盘 跑分评测：使用鲁大师跑分测试中上 售后服务：购买时发生了点小插曲，但是京东客服和厂家客服都及时帮我协调解决了，目前已经全部收到货，安装使用上了   我是做IT运维工作的，本次主要是给老婆推荐采购财务办公电脑的，从安装运行软件后整体性能测试，说真的，非设计类日常办公足够，完美值得推荐。,2
客服业务不熟悉，服务态度差,0
运行速度：还可以，外观不错，大小正好   像素有点水分。就是搞不懂同样是京东，为什么价格差这么多？何况我还是plus会员,1
老弟同时买了2个，跟我一人一个，老弟的还没用多久就得送人了，好可惜?耳机外观漂亮，小巧便携，连接蓝牙的时候也很灵敏，听歌、语音、打电话音效都很不错。而且耳机电量挺耐用的，用了几天了还剩一半的电量，棒！小安卓头的充电孔,2
外观设计很漂亮，拍照效果惊艳，麒麟810速度还是相当可以，跟我华为P30比起来，也不逊色，待机时间玩一整天还是没问题，音响比之前的红米强多了，我也是从小米转过的华为粉。荣耀系列性价比高，买给父母很值得。,2
收到货开不了机，不知道什么原因。最终返退，来回折腾了近半个月，今天才到。还好，顺利开机！,1
已经死机一次。开机，显示器只有剪头,1
做工质感：做工很好，外壳拿到手就很高级，有点珠光感觉。音质也无损，耳机前端设计的很好戴在耳朵里很舒服，时间久了耳朵也不会痛，续航应该也很不错日常使用也足够。小小一个携带也很方便，不会太占地方，nice嘻嘻！,2
还行吧，就是有点贵，给小孩上课用。。。希望以后售后服务好！,1
插进去没声音，不行,0
机子运行很快，就是偶尔会死机，打cf会闪屏,1
手机是准备送给老公的礼物。物流很及时，正好七夕当天送到。打开手机拿在手里很有分量，质感不错，选的翡翠绿，外观漂亮。全面屏强迫党表示看着很舒服。手机跑分25万多，运行快，功能强大。拍照清晰，电池一个小时冲百分之60.电池续航能力强，唯一一点就是开启护眼功能偏白，赠品很多，买的第一部华为手机，支持华为，相信会越来越好。一次很满意的购物！,2
为什么我的老i6连接不上,0
外形外观：真的很好看，不厚不重，手感很好，满意！！ 屏幕音效：滴屏大小刚刚好， 屏幕色彩靓丽，支持指纹解锁，真香！！ 拍照效果：没得说，效果满意！！ 运行速度：810处理器，性价比高，绝对够用！！ 待机时间：4000Ah电池，22.w5快充，都ok！！ 其他特色：支持华为，支持荣耀！！,2
电脑出现这个画面已经5次了,0
用了十几天就开不了机了，售后服务人员不专业,0
挺提高动手能力的一次购物,1
刚买两天，就有噪音了,1
用了不到十天已经坏了,0
关注air14很久了，一直不能对配置完全满意，直到2020款的出现，终于毫不犹豫地下手预定了～最新10代酷睿cpu，16G超大ddr4 3200高速内存，新款mx350独显，野兽模式下鲁大师跑分24万～还有期待已久的全功能支持反向充电type-c接口，高颜值轻薄机身的设计，简直就是办公+偶尔游戏一族的绝配！使用一周了，非常满意！,2
还可以吧,1
还行，毕竟这个价格,1
软件老是下不起，打不来,1
音质音效：音质不是很好,0
运行速度：玩王者荣耀有时会操控失灵,1
廉价感十足！,1
发货速度快，服务态度好，,1
黑色？这明明是灰色，,0
"很不错的耳机，  做工非常精致,不管是颜值还是音质都美爆了!人声很清晰，低音刚刚好，  可以把歌曲里的和声很清晰的传到你的耳朵，质量强硬有时候在外面听歌也很好的隔绝外界声音哦,  对这款耳机真的爱不释手啊，走到哪带到哪的节奏没毛病，我喜欢!很满意的音质效果，材质用料也很好,  摸着就很好",2
发货速度很快，物流也很满意，宝贝相当的给力，是我喜欢的样子，功能特别强大，网速特别的快，像素好，听音乐也很好。总之，超级喜欢，一百个赞！已经推荐好友了，以后手机就oppo了。还带NFC，以后再也不会忘带卡了。,2
刚安装好几个软件电脑就卡了，退货几天了还在检测中,0
做工质感：小米品牌的产品还是可以的，我一直在使用小米的耳机和手机，还有系列产品，这款耳机性价比可以，做工质感好。 音质音效：音效可以，音质纯正。 舒适度：入耳式耳机，代入感很强，听音乐就适合。 其他特色：物流很快，晚上买的，第二天早上就收到了。,2
红米Note8不论从机身的外形，还是从手机的性能上来说，红米Note8机身设计都不实老年机的造型。新机到手，包装的设计就让我眼前一亮，青春感满满的蓝色包装盒，搭配上白色的机型型号，给人一种充满运动的气息。不论是送给父母还是送给孩子使用，都是很不错的选择。,2
包裝比較簡單。 运行速度：很快 屏幕音效：非常好 拍照效果：超強，特別是夜晚拍攝 外形外观：三個攝像頭很好看 待机时间：可以用一天，是所有機型最耐用的 其他特色：暗夜綠很好看,2
做工质感：做工一点不比苹果的耳机差 音质音效：音质音效上面也非常不错体验很好 舒适度：由于才用的是挂式设计所以长时间戴不会感到很累 续航能力：配合充电舱续航很不错，建议一次戴一个耳机，这样可以一直戴，不会因为俩都没电了拿下来再充电 其他特色：我觉得华为手机配华为耳机真的是超级棒，支持国货，没毛病，美国不提，韩国都能全民支持三星，中国人就不能支持华为吗？我觉得没毛病，祝华为公司顶住压力再创佳绩，加油！,2
散热性能：散热一般，一开机风扇就不停的转动 屏幕效果：还可以 运行速度：一般,1
货到的时候右边已经怀了,0
败笔，居然主机放不了光盘，没有光盘入口,0
外形是挺好看的 就是用一段时间键盘就热的不行，热的还烫手呢。,1
预售第一天就购买了，隔日达，京东的快递没得说，拆开后果然没失望，外观简单低调，有质感，手感大小都非常合适，拿在手里很轻，运行速度不错，就是下载程序的时候后面有些热，拍照效果惊艳，比我淘汰下去的手机强太多，整体还是很满意的。,2
从下单到收到，时间快的没得说。主机小巧玲珑，不占地方，屏幕够大。晚上下班回来就安装，第一次开机时间稍慢点，意外的是，无线wifi连接，太牛了，本来还想着怎么拉网线呢，真的太棒了。第二次开机就非常快了，给闺女买来练手的，闺女很喜欢。机箱外观：一贯的戴尔外观，品质感还是不错的，颜色搭配也简单大方，适合办公室使用，小机箱不占地方，特别方便。 性能配置：i5芯片性能上肯定是够的，而且这款电脑是500g固态，对于办公来讲固态硬盘非常关键，打开软件文件的速度非常快，使用体验很好。 散热性能：又不是玩游戏，散热方面自然够用，没有听到风扇噪音， 售后服务：戴尔的售后服务应该是值得信赖的！,2
价格保护只有七天，买贵了这么多，也不退，草,0
音质不错，但右耳线和耳塞的连接处有松动，,1
外观非常小巧，很好看，比较适合女士配带，尤其夏季，藏在耳朵里，头发一盖基本看不到；音质还好，我用来接听电话，听听音乐觉得能满足需求，价格便宜，不要有太高期待；待机时间跟使用频率有关，我上班接打电话，听网课，坚持一天没问题。,2
声音还可以，质量有待提高。,1
手机没什么问题  耳机用一次就没声音了  辣鸡耳机,0
不错不错，孩子用了一段时间了，感觉良好，很喜欢??不愧是苹果，做工精致、设计美观、小巧玲珑、手感也很舒服。音质音效杠杠滴，高音清晰、低音深厚、中音饱满。佩戴也比较舒服、无不适感，续航能力也OK。赶上活动，价格也比较优恵。物流速度快，当天下单第二天即收到货。赞！,2
京东都是机器人客服，给戴尔电脑客服打电话也没人接，服务质量很差。送货速度挺快。,0
耳机一个星期就坏了,0
基本等合商品介绍,1
以前用过小米手机感觉很好，米柚也很流畅，8A适合不玩游戏的人使用。,2
没有相信完美，不过还可以呢。,1
不知道怎么装卡,1
外形外观：之前去实体店看了4种颜色，还是觉得星河银符合我，有点带紫色。 拍照效果：夜景拍出来真的很惊艳。长焦拍远景好似望远镜。 运行速度：特意试用了一天，把之前荣耀7X上的全部应用通过克隆到新机上运行流畅。但加油广东却用不了了?,2
我换了个手机 赠品没有了,0
购了这款电脑，也关注很长时间了，作办公用电脑，8G内存够用不浪费，268GSSD硬盘做系统和应用软件合适了，2G独显，27显示器，好了，电脑启动10S，反应快，无卡顿现象。,2
才用两天就给我来个死机？？这是7000的电脑吗？,0
第一次用华为！才知道国产机做的这么高端了。屏幕清晰 女生用也不大 流畅加惊艳！爱不释手。各种下载中,2
手机网络好差，手机外观有刮伤,0
做工质感：廉价 音质音效：闷 舒适度：舒适,1
收到，风扇声音大，客服做得不好,1
电量不足 其他还好,1
昨晚下的单，今天中午就收到了，物流给力！,1
买的新电脑下载酷狗音乐，为啥出来的登录界面有别人的账号？,0
售后服务：不怎么样,0
差，差，声音太小～～按键不怎么好,0
外形外观：我买的7号色，颜色不用说。真心很漂亮 屏幕音效：音效很好，以前那部手机总感觉声音出不来，现在这个舒服多了 运行速度：速度当然快啦，我不打吃鸡，但是王者完全没有问题。,2
体验一般吧,1
小米K30超级漂亮啊，买给送给老爸的，他老人家还挺喜欢的，手机挺手的，等了快一周才有货，6.18京东活动买的，送货到是挺快的，不到48小时就送到了，5G手机里物美价廉的选择，太划算了，希望京东自营今后越做越好，满意！！！,2
音效音质：只有一个有声音,0
外形外观：手机收到了，打开包装后面怎么有刮痕呢？就在摄像头的旁边。,0
佩戴不方便，音质也不怎么样,0
一个声音大一个声音小，懒得退，扔了！,0
要求开专票，一直拖延未开。有点骗局,1
刚买两天活动优惠差价100。 什么鬼啊,0
其他特色：A第一次用这个笔记本，希望可以。 屏幕效果：第1次用在笔记本，好像也不错。 散热性能：很好很好很好。 外形外观：很好很好很好 运行速度：。还行吧，公用啊 轻薄程度：。很轻薄，很轻薄，很轻薄。,2
边框是塑料的，看起来好廉价,0
买了就降价，还不给保价，一个月都没到,0
游戏效果：开不了机,0
外形外观：外观挺好看的，大小合适，手感很不错，备用机首选。 屏幕音效：屏幕细腻，很清晰。 拍照效果：像素级别很好，拍照特别清晰，成像质量特别好。 运行速度：运行速度超级快，很流畅，没有卡顿现象。 待机时间：待机时间很久，用个一两天不成问题。 其他特色：备用机首选，送给家人再好不过。,2
垃圾华为,0
评分检测：一次点亮，值得拥有，客服态度好，满意的一次购物,2
待机时间：这个电池容量比较大，总体还行,1
到手体验后感觉包装很精致、上档次，整体质感蛮不错的！戴着耳朵不会疼，开机音质还是比较满意的，总体来说价价比比较划算的！这款耳机是相当的棒，用的很舒服，听歌很劲爆，声音清晰，还有听起来很舒服的音色，低音效果简直不能太赞！外形也很精美，做工也很仔细，颜色很好看，东西小巧，很方便随身收纳携带，耳机本身也很有质感。,2
很是支持华为，但没有满减优惠，没有赠品，也没有分期免息劵，很尴尬很遗憾。至于质量和体验方面后期追加。,1
运行速度：运行卡顿严重,0
唉！,0
外形外观：很轻薄，老爷子要求买轻薄的，对比了很多买了这个，单手简单操作没问题 屏幕音效：屏幕挺好的，音效也可以，蓝牙支持hwa高清标准，飞傲btr3连接自动设定为hwa 拍照效果：拍照可以，足够用了 运行速度：速度流畅，希望用下去以后能一直流畅下去 待机时间：挺省电的，充电也很快，中度使用一天没问题,2
我选的黑色，竟然给我到的灰色，这是为什么？？？,0
舒适度：适合耳朵，带上没有耳朵疼 音效音质：清晰，音质好 做工质感：线比普通的粗一些，还有条纹 颜色外观：非常炫酷，霸气 其他特色：带上去很轻，功能键很好用,2
像素太低，待机还行，给个中肯的评价！,1
买的是耳机套装，结果发来的里面没有耳机,0
买了一个月主板就坏了,0
手机整体很不错～很帅气也很大个，适合男生用。不过这个壳开模太差了，好歹也是原装的，做的品质一点也配不上原装，插耳机极其不方便。除了这个其他的都还可以。,1
刚收到货 先用着看看 等过一段时间了再给评价！,1
评分检测：很好 运行速度：快 游戏效果：好 外形外观：好看 安装难度：简单 其他特色：电脑比实体店买要便宜一千多块钱，这个就是很值得去买的地方，性价比高，显示器很清晰。有不会得地方，客服都耐心解释和指导。服务热情高，总的来讲这台电脑质量以及商家给的服务都很赞，后面有不会的还请商家指导,2
不太好，用了几个星期坏了,0
非常满意的手机，京东发货速度快，服务态度好。Redmi K30i 5G双模，准备接驳5G网络，充电速度快   ，屏幕够大，  前置挖孔双摄 4800万后置四摄 30W，挺酷的设计，照相，录视频，追剧&hellip;&hellip;多程序运行速度快，深海微光 ，颜色一直是我的最爱，玩游戏超爽。,2
不算好，不过这价位也还算可以了,1
邮箱用不了，在家办公愁人，,1
非常不错，音质也很清晰。黑色是我喜欢的颜色，用起来非常方便，功能也很全。充电续航时间完全可以满足一天使用，不用担心中途断电的尴尬。戴到耳朵上舒适感很好，小巧玲珑，方便携带，出门运动或者出差坐车听音乐真的很享受。,2
我感觉电池用的好快,1
整体上还是不错的，就是电脑底盘不平，都可以塞进一张卡了,1
买的比神舟还麻烦，office激活不了。,0
裸机，烫，卡，打扰了，可能我不配,0
用了一个月触屏总是失灵，没有想象的好,0
千元机，还行。,1
外形外观：很不错哈?。颜值挺高的，送给老爸使用，老爸肯定很满意的。调整了大字体，大音量！！ 屏幕音效：挺好的。 拍照效果：还好。满足老爸的使用。 运行速度：挺好的。 待机时间：没啥问题。,2
售后服务：售后不及时,0
手机不错就是没有送一套原厂膜,1
电池不太耐用其余都很好,1
刚买的电脑，实际使用没有24小时，就出现速度比蜗牛还慢,0
还可，目前没发现问题,1
除了价钱降得快  其他的显示都还行。,1
1显示器没有膜，2电脑只有一个D盘，3不能外放4售后是机器人,0
新的居然用着就有点卡，不知道咋回事？,1
手机包装盒非常陈旧，布满灰尘，污迹斑斑。,1
听一会就没声音了，还有电！,0
音质音效：差 做工质感：发的坏耳机，换耳机还要自己掏钱，发货的时候也不检验检验，活该差评 续航能力：一般般,1
台式电脑已经收到，618入的办公用电脑，性价比还是很高的，同等价位，Dell的配置相对lenovo要高一些。对于日常办公，这个配置足矣。采用小机箱，紧凑简约，节省空间，键盘手感也不错，开机速度也还行，硬盘1T，8G大容量内存。,2
和预期的差不多，音质很好，比oppo原装的强多了，录歌音质清晰，就是外包装破的袋子损了一丢丢不知道是不是快递运输造成的，强迫症吧可能我给个中评吧,1
总体来说还行，还没用多少天，到时候再看看吧,1
做工质感：磨砂质感，精细做工 音质音效：低音炮音质，听着很带感，本人听着很舒服 舒适度：刚好符合我耳朵的大小，不刺耳,2
音量一般般，赠送没好东西,0
买过单，刚发货就发现比实体店贵100多,0
郁闷 这么多年第一次碰到这种劣质商品,0
才下单两天就降价，联系了客服价保，成功价保退款！耳机很好，前几个月就打算要买了，考虑了很久才下定决心拿下虽然不是很贵的东西。苹果的产品杠杠滴，耳机做工精致丝滑，打开就迅速连接，音质也很好的哦！蓝牙连接打游戏没有延迟的情况，续航能力强，耳机戴着跑步也不会掉。还送了一大盒的酒精消毒片呢，京东物流没得说，一如既往的快快快，服务也非常的好，非常到位哦！！！,2
包装保护：包装略简陋，但我买的是笔记本 外形外观：超级满意，轻薄便携，太帅了 画面品质：72色域/144Hz得服，显示效果很好 跑分评测：还没跑，怎么也得轻松35+吧 运行速度：快快快，16G内存，哈哈！ 游戏效果：不玩游戏，设计办公用，很爽！ 之前的惠普本用了6年多，至今在服役，就是配置跟不上了！偶尔看到新出的暗6 air，轻薄便携配置也很好，关键是首发价格很给力！果断出手！相信惠普的品质！,2
做工精细，音质立体声特别好听，外型颜色都很棒，小巧带上特别舒服，搞活动，物美价廉，很喜欢。京东自营昨天拍的，今天到货。,2
买回来一个多月死机好几次,0
还没用几天都连接不上了,0
不错啊，麒麟810的处理器，很快，画质也很好，打游戏也很爽，拍照方面也是不错的，很轻薄，绿色很好看，感觉黑色也很好看，这个价格，真香啊，身边的朋友也都想要买呢，和闺蜜一起用，买了上网课用的，用着很舒服啊,2
运行速度：用了几天电脑真的很不流畅,0
运行速度：机过一次，还好&hellip;  轻薄程度：挺好看嗯,1
机子还是很不错的，27寸的屏刚刚好，物流也很快，因为疫情不能出去，店家说第二天到就第二天到了，很给力，好评,2
开视频的时候后置摄像头不清晰,0
手机一直断网千万不要买，我已经申请退货了,0
外形外观：第一次用华为手机，P系列确实漂亮，后盖特别美，零度白，很梦幻 拍照效果：拍照正在测试，很喜欢超慢动作 运行速度：速度挺快的，动画的顺滑度和苹果不一样，慢慢适应 屏幕音效：够用吧，肯定比不了双扬声器 待机时间：刚充满电，还没用太久 其他特色：很喜欢待机时候的那个灭屏显示，苹果没有的功能，细节很好,2
买这款手机，费了一翻功夫！,1
手机拿在手上尺寸手感很好，拍照效果比其他品牌的效果还好，充电很快就满了手机收到非常满意，大小合适，手感舒适，运行流程。视频效果非常满意。手机外观非常大气，全面屏视野宽阔，速度也快，用起很流畅，不卡，屏幕很清晰，也没有发热，性价比高,2
喇叭声音不是很好&hellip;&hellip;其他还凑合吧&hellip;&hellip;,1
耳机还不错，但是挂在耳朵上没播放内容是会滋滋的响。,0
买了一个星期，下载几个软件就卡死。强烈要求退货。不想多说,0
都给3课星吧。帮忙二姐买的，没有实物看到，不过二姐说感觉还可以。,1
小米的东西,1
荣耀手机根本用不了,0
手机还行,1
这是我喜欢的款式！小米活塞入耳式耳机，音质听歌感觉好很多，轻盈戴着舒适，外观时尚，黑色看起来好干净的感觉！最主要是耳机线柔软，可以绕在耳朵上外出户外可以带着，&nbsp; 使用也很方便 。这是我第二次购买了，第一次买的白的这次买的黑的，这下一天换一种颜色戴，小米活塞耳机就是好，支持，京东也不错当天就到了，给力！,2
买了才一星期吧，就这个状态，一早上了开不开机,1
活动价还算实惠赠送耳机，赠送的耳机时有时无等有的时候下单，手机质量和做工都很好，外观漂亮好看，昨晚试机，系统运行流畅，下载Q Q会员无损高品质音乐速度较快，下载了400多首无损高品质歌曲共12G多，播放音乐音质还可以，其它的还未试，这个价位的手机算比较好，这样的配置一般人较用，买来送给在农村的妹妹使用，希望佢喜欢。,2
不是每个都会有耳机,0
用了几天感觉掉电速度快，屏幕有闪屏。,1
耳机很小巧，携带也是很方便的，磨砂材质很特别！拿出之后秒连接，反应很快！听歌音效也是很好有立体感！佩戴一上午还没有出现不舒服的感觉！佩戴效果很满意！运动的时候也不会掉下来！很棒！周日收到用到现在还有电量！电量很禁用！,2
"挺不错的，耳机做工精致，很漂亮，很实用,包装简直太精致了，耳机颜色也漂亮。音质清晰、声音也很大、接收信号非常强、戴在耳朵里也很舒服的、感觉非常好 嘻嘻，黑色显得比较高大上，第一次购买这种款式的耳机，外观挺时尚的，摸着也舒服呢",2
退回的是一套整机，回来的只有主机，显示器没了，又扯皮，京东怎么了。还想不想做生意？,0
刚买完就降价，申请价格保护还不通过，坑啊，兄弟们别在京东买了，太不靠谱了,0
宝贝不错，开机上网速度非常快，值得拥有。 机箱外观：完整，小巧不占地方。 性能配置：没配鼠标垫、音箱或耳机。 散热性能：连续开机24小时用手摸都感觉不到啥温度，主机散热工能强大，非常不错。 跑分评测：实话实说。 售后服务：没收到售后这块儿的信息或电话， 其他特色：整体感觉还可以，效果不错。,2
从大概20年前开始使用DELL的产品开始到这台，数不清是第几台DELL电脑了。觉得DELL的性价比还不错。因为很久没买过新的电脑了，所以这次送到之后挺吃惊的，没想到现在的台式机主机机箱都这么小巧灵珑了，大概也就两本大辞典那么大，搬着非常轻松，摆放也是节约了很大的空间。机器的包装非常严密，厚实的减振垫子把机箱完全架空。机箱的做工无可挑剔，无论是外观细节还是漆面，都很精细、精致。硬盘1T，作为一般文档使用的话绰绰有余。后面4个前面2个标准USB口，足够。高清接口、SD卡接口也都有，自带无线网卡，有WIFI就行。此外这个电脑包含四年的****，还是很到位的，所以总体来说，这台电脑真的很具性价比。,2
描述不准确，退款,0
外形外观：暗夜绿颜色很漂亮 屏幕音效：不错 拍照效果：高级 运行速度：超级快 待机时间：应该很好 之前的手机被摔坏了，老公给新买的，很喜欢，不过为什么每次手机都是在新款出来之前坏掉??????????难道不想让我用新款！！！！！！再买个手机壳和手机膜吧，，，，希望手机不会让我失望哦,2
说好的1060显卡为何是1650？虽然说两者的差别不大，可是给客户的体验不好。 京东快递满分?，感谢快递小哥,1
售后服务差，,0
不要买！！！！！真的太差太差太差了～,0
做工质感：精细 音效音质：无杂音，很好 舒适度：合适 颜色外观：大众色 其他特色：包装也很好,2
耳机质量对于这个价格来说很值了，耳机整体很轻薄，带着不累，耳朵不疼，比较舒服，睡觉带着不怎么咯耳朵，适合长时间佩戴人群，耳机不漏音，有些耳机开大声音别人能听到，这块做的非常棒，音质在同级别里值得入手。,2
换货收到的机器，暂时还在观察期,1
买了就降价,0
外观大气上档次，性价比超高，最新的处理器，16G大内存，满足程序游戏需要，日常办公更不在话下，还有无线鼠标，点个赞！！！,2
给公司买的，做图用的，配置不错，性价比可以，公司办公电脑都是联想的，整齐划一，维修保养也方便。现在主机都做的这么迷你了，显示器也很漂亮，很不错的选择。,2
跑分评测：很一般了,0
手机有点卡顿，有的时候反应有点慢,0
"机器很好，金属材质，看起来很上档次，液晶屏幕缝隙很小，做工精致，机器开机快，屏幕很舒服没有任何不舒服，键盘手感不错，开机20秒左右，装上软件，运行办公软件看视频没有压力，机箱小巧很静音，开机速度很快11秒，鲁大师检测硬件和描述配置吻合，W10系统需要适应下，一般来说这个配置家用完全够用了，数据处理的确是快，新的OFFICE,速度很快，接口丰富，联想管家比其他软件实用，小巧而大气，好用而稳定！很棒，价格很合适。",2
耳机子不错，插手机手机听歌音质很好！嗨嗨的！做工不错,2
价格实惠，样子也漂亮，618买的，第二天就到货了，听歌、看视频都不用吵到别人了，散步跑步时用起来也挺方便的，还可以当一个耳塞堵噪音！朋友看见也喜欢的不得了，当时就把链接要去下单了，物所超值，五星好评！！,2
声音一边大一边小,0
还行，一分钱一分货,1
运行速度：有点卡，其他都还可以,1
买了两个星期，最近一直蓝屏,1
这电脑   卡的要死,0
普通的办公可以了，就是办公软件的激活不好操作。,1
做工质感：耳机质感绝佳，摸着丝滑至极。 音质音效：音效到位，高声和低声效果都很棒。 舒适度：舒适度有很大的提升，长时间戴着也感觉不到耳机的存在。 续航能力：目前刚开始使用不久，希望如官网所言。 其他特色：降噪效果明显，具备防水效果。,2
显示器非常大气，机箱非常小，手感很好，不占地方，非常方便移动，运行静音、飞快，预装系统和软件非常棒，非常好用，预装Office系统，激活非常方便，非常给力。,2
这是换的新货，希望没问题了。,1
外形外观：外观仁者见仁智者见智的东西，我个人觉得很好看 屏幕音效：屏幕对不起这个价位，有点拉夸。扬声器虽然是单扬声器但是音质出奇的好。这个好评 拍照效果：就我目前的体验来说很棒，尤其是5倍光学变焦 运行速度：没得说，流畅流畅流畅&hellip; 待机时间：一般般，亮屏使用五个多小小时 其他特色：等我使用一段时间之后在来分享,1
有时候蓝牙连不上,1
没啥，一般般，价钱决定品质,0
0分，服务差得不能再差了，电脑的质量也差，还不退,0
散热性能：原以为机箱小，散热不好，实际开机很长时间，机箱还是常温。 机箱外观：很小的机箱，小巧玲珑，轻便易搬动。 性能配置：运行速度快，操作系统正品，桌面洁净，无线上网很方便，不用拉网线，二个硬盘一个装系统和程序，另一个储存资料。 其他特色：总体认为，此款机器很好，性价比较高。,2
怎么讲  四个字形容  偷换概念,0
我该怎么评论，如果负责任的评论，应该是不是用一段时间再评论好些。不过现在的电池有点消耗过快了。目前为止只能说这个。,1
奉劝大家电脑还是去门市店买，照这样搞京东要不了几年就垮了,0
这个耳机特别的不好，不能用,0
前面的U插口不能用,1
我来看看我什么时候买的，因为坏掉了,1
京东配送物流很快，第二天就到了，手机打开很惊艳，这个价位手机性价比最高，机身纤薄很轻盈，屏幕尺寸握持感很好，屏幕色彩鲜明，三摄像头像素很好够用，试了试拍照很清晰，夜晚拍照都很好用，手机已贴膜赠送手机壳，配备了快充充电速度很快，还支持指纹解锁，人脸解锁，反应很灵敏，各种软件很流畅，综合性能不错。,2
买的是套装机，发货给我配的，要分开配，我不会自己配吗？显示器既然是黑色的，我买的是灰色的！,1
电脑不错非常的帮惠普的电脑不错，但是送货太慢一个礼拜才送到,1
颜值超赞，确实不错，屏幕色彩鲜艳明亮，做工真的很好，有大厂风范，使用了半天大概三个小时电量用了不到一半，win10自动激活，office需手动激活，不过都是终生使用，一次激活就再也不用管了，很方便，启动速度也很快，没有装大型游戏，但基本办公完全够用。,2
有瑕疵，还会重启,0
一般般，就是手机快速下拉时字有重影，玩吃鸡的时候会头晕，原来的手机不会,1
颜值在线，OLED屏果然不错，运行速度8G的就是快，屏内指纹响应也挺快的，电池大容量配上超级快充的加持更上一层楼！总之体验效果不错，用手机克隆上手很快，拍照奈斯，上午下单下午收货立马体验新机就是不一样,2
拍照效果：差 屏幕一直闪 运行速度：还好 待机时间：刚用不知道 以后再追评,1
只有一个耳朵有声音,0
